"Limit","Gender","Education","MarriageStatus","Age","Status1","Status2","Status3","Status4","Status5","Status6","Bill1","Bill2","Bill3","Bill4","Bill5","Bill6","Payment1","Payment2","Payment3","Payment4","Payment5","Payment6","IndLevel","Default"
2e+05,"F","Univ","Single",27,0,0,0,0,0,0,127843,131352,130884,132142,118084,114281,6579,4734,4368,4183,4227,4066,4.5,"N"
190000,"M","GradS","Single",37,0,0,0,0,0,0,98588,80559,81481,75853,68074,64941,4007,4051,5013,3000,3000,3500,1.2,"N"
360000,"M","Univ","Married",42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,"Y"
80000,"F","GradS","Single",24,2,2,0,0,0,0,48597,49259,46209,46574,47230,48282,1800,1800,1800,1800,1800,2000,1.4,"Y"
180000,"F","Univ","Married",32,-1,2,-1,0,-1,-1,1991,991,7658,1000,1650,1000,0,7667,0,1650,1000,2000,4.1,"N"
440000,"F","GradS","Single",34,-1,-1,0,0,-2,-1,3290,4949,10065,2500,0,11560,4949,6020,0,0,11560,258,0.5,"N"
190000,"M","Univ","Married",51,0,0,0,0,0,0,86713,75143,43487,34904,108419,75455,3359,13487,1414,40710,43406,2773,3.5,"Y"
80000,"F","Univ","Single",34,2,2,3,2,0,0,74860,84054,82194,78715,26681,0,11074,3,5,1075,0,0,1.4,"N"
1e+05,"F","Univ","Married",38,1,2,0,0,2,0,12893,12447,14967,16773,16427,19053,0,3000,2000,0,3000,2000,1.8,"N"
210000,"F","Univ","Married",29,0,0,0,0,0,0,209807,123664,51353,43485,44784,45685,5088,2000,1600,2000,1800,1807,1.2,"Y"
320000,"M","Univ","Married",35,0,0,0,0,0,0,10125,11475,12549,10853,11755,7559,1526,1600,1098,1000,272,300,1.7,"N"
50000,"M","GradS","Married",48,2,2,2,2,0,0,47009,49942,50382,49162,40973,39671,4000,1500,0,1275,1377,1882,2.5,"N"
310000,"M","HS","Married",44,0,0,0,0,0,0,238739,244629,250277,265764,271231,277427,10000,10000,20000,10000,11000,11000,1.7,"N"
2e+05,"M","GradS","Married",34,-2,-2,-2,-2,-2,-2,7468,5023,618,605,3098,805,5048,621,608,3114,1003,2164,0.5,"N"
10000,"M","HS","Other",40,0,0,0,0,0,-2,8286,9395,10000,10000,0,0,1400,1000,0,0,0,0,1.8,"N"
50000,"F","Univ","Single",25,2,2,2,0,0,0,50863,50887,19345,19152,18953,19388,1600,0,1000,1000,900,900,3,"Y"
20000,"M","GradS","Single",23,0,0,0,0,0,-2,18436,19219,6140,6140,0,0,1500,1000,0,0,0,0,7.1,"N"
70000,"M","GradS","Married",46,0,0,0,0,0,0,60040,55274,51766,51757,50013,49946,2600,1800,2000,3140,2000,1800,0.5,"N"
310000,"F","Univ","Married",33,0,0,0,0,0,0,73095,72437,71851,71120,70463,69876,2573,2594,2483,2458,2516,2461,1.6,"N"
280000,"F","GradS","Single",34,0,0,0,0,0,0,95278,98281,101651,103776,105617,107788,4525,5000,3800,3500,3500,3500,0.2,"N"
30000,"M","Univ","Single",54,0,0,0,0,0,0,26278,24767,27533,26400,25620,390,1700,3400,2528,0,390,780,5,"Y"
1e+05,"F","GradS","Single",28,1,2,0,0,0,0,102122,96193,82342,81967,82177,78840,322,3600,3800,3000,3000,3023,2,"N"
280000,"M","GradS","Married",34,1,-1,-1,2,-1,-1,-2159,5777,7936,2932,6493,4867,7936,2980,29,6493,4867,240,0.3,"N"
230000,"F","GradS","Single",26,-2,-1,-1,0,0,0,865,221,16601,17833,15708,10013,221,16601,1513,1000,350,500,1.5,"N"
250000,"F","Univ","Married",35,-2,-2,-2,-2,-2,-1,7379,42849,24502,25016,33754,4418,45000,25000,15167,80000,5000,6000,1.8,"N"
50000,"M","GradS","Single",31,2,0,0,0,0,0,56251,50758,49517,49528,44768,40295,8705,2501,2005,1312,1614,1706,1.5,"N"
5e+05,"M","GradS","Married",42,-2,-1,0,0,-2,-2,5121,29478,43892,6420,49240,6772,31305,43864,6453,49470,3723,103686,3,"N"
20000,"M","Univ","Married",50,0,0,0,0,0,2,5519,6620,7556,8570,10020,9715,1200,1200,1300,1600,0,600,0.7,"N"
20000,"M","Univ","Single",26,1,5,4,3,2,0,13242,12762,12276,11790,11460,14090,0,0,0,0,3000,5000,2.6,"Y"
1e+05,"F","HS","Married",39,1,-1,-1,-1,-1,-1,-5,580,2207,630,540,0,585,2207,630,540,0,0,0.2,"N"
140000,"F","Univ","Married",39,-1,-1,-1,0,0,0,1007,3680,4214,3790,3357,3426,3685,4214,76,67,69,1376,4.9,"N"
50000,"F","GradS","Single",23,-1,-1,-2,-2,-2,-2,2332,0,0,0,0,0,0,0,0,0,0,0,0.6,"N"
110000,"F","Univ","Married",39,2,2,0,0,2,2,110109,106656,104407,108689,106342,111575,0,5200,7700,0,7800,0,1.2,"Y"
20000,"M","Univ","Single",21,0,0,0,0,0,0,22291,15999,12874,8350,7500,8500,1700,1174,4000,150,1000,0,3.8,"N"
210000,"M","GradS","Single",40,-1,-1,-1,-1,-1,-1,1535,2652,179,1326,1326,1326,2652,179,1326,1326,1326,4182,2.2,"Y"
110000,"M","Univ","Single",36,0,0,0,0,0,0,109345,111980,111563,106625,48631,49724,4400,4200,4406,1800,1900,1900,3.6,"N"
150000,"M","Univ","Married",29,0,0,0,0,0,0,46625,66174,81085,75300,77276,64065,30151,40104,10013,5083,1819,4793,3.5,"N"
50000,"F","Univ","Single",22,0,0,0,0,2,0,11970,14445,16391,17804,10868,12151,3000,2500,2050,0,2000,3000,8.2,"N"
50000,"F","Univ","Married",31,2,0,0,0,0,0,44105,33089,22829,13216,16100,16696,2000,2506,3000,3000,1070,5203,4.8,"N"
80000,"F","Univ","Married",49,1,2,2,2,2,2,42053,40185,42887,31745,32211,25836,0,3500,0,4500,0,1500,4.4,"N"
340000,"F","Univ","Single",29,0,0,0,0,0,0,246245,250923,256428,233608,171349,158565,8730,9680,8613,6101,5725,5524,3,"N"
210000,"M","Univ","Single",37,0,0,0,0,0,0,142149,139025,50283,159231,155342,156769,6534,3069,110017,5496,6307,5376,3.1,"N"
210000,"F","HS","Married",40,-1,-1,0,0,0,0,2309,4791,4909,6588,9074,8651,4791,1909,2588,3074,3651,6349,4,"N"
4e+05,"F","Univ","Single",42,-1,-1,-1,-1,0,0,3608,4032,9885,65207,59247,53752,4052,9939,65243,1239,5366,10435,2.3,"N"
90000,"F","HS","Single",25,0,0,0,0,0,0,74818,57334,49899,37251,33061,30869,2400,1502,2006,1500,1500,1500,1.6,"N"
180000,"M","GradS","Married",45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"Y"
80000,"M","GradS","Married",39,0,0,0,2,0,0,61708,65080,68835,41462,36589,39985,5000,5169,21,3000,4000,57,2,"N"
160000,"M","GradS","Married",41,0,-1,0,0,2,2,117126,11222,15513,18087,17499,19939,15315,15000,3000,0,3000,0,3,"N"
30000,"F","Univ","Single",42,3,2,2,0,-1,-1,2231,3048,2845,1630,12037,12933,1000,12,0,12037,1100,0,4.7,"Y"
140000,"M","GradS","Single",28,2,2,2,2,2,2,113780,115297,114448,114653,115720,116690,5800,3500,4500,4000,4000,4500,2.3,"N"
30000,"F","Univ","Single",24,0,0,0,0,0,0,26581,27080,26759,27186,27208,27234,1500,1445,1425,1000,1000,2000,0.4,"Y"
2e+05,"M","GradS","Single",33,0,0,0,2,0,0,54713,58184,62286,61305,62846,42634,5000,5700,2000,3000,2000,1000,4.5,"N"
30000,"F","GradS","Single",24,-1,-1,0,0,0,-1,25616,27526,11458,7500,7000,5192,31348,1328,1000,7000,5192,0,0.5,"N"
130000,"M","Univ","Married",24,0,0,2,0,0,0,46113,49520,47627,47262,46226,390,5000,0,1925,0,0,780,2.6,"N"
320000,"F","GradS","Single",32,2,0,0,0,0,0,313383,313136,317847,313990,312070,319672,12937,13036,10072,9600,11056,9964,1.8,"N"
110000,"F","Univ","Single",32,-1,-1,-1,0,-1,-1,2015,1403,2684,1149,715,1174,1403,2684,4,715,1174,3805,5.6,"N"
140000,"F","Univ","Married",38,-1,-1,-1,-1,-1,-1,1156,316,1156,736,316,1156,316,1156,736,316,1156,316,2.8,"N"
160000,"M","Univ","Single",37,0,0,0,0,0,0,119165,118392,117553,113256,112678,111924,6008,6011,3606,3803,4003,3311,2.3,"N"
140000,"F","HS","Single",23,-2,-2,-2,-2,-2,-2,67505,36772,38399,39131,39508,3441,2000,2400,2132,1617,515,2031,5.4,"N"
130000,"M","Univ","Single",31,0,0,0,0,0,0,5551,6953,8176,8884,9737,11404,1500,1500,1000,1000,2000,2000,4.4,"Y"
230000,"M","HS","Single",39,-1,-1,-1,2,-1,0,948,1156,1728,1156,1172,396,1156,1728,0,1172,0,776,2.1,"N"
50000,"F","Univ","Single",48,1,4,3,2,2,2,10024,9723,9427,9075,10037,12503,0,0,0,1000,0,264,3.4,"N"
120000,"F","Univ","Single",24,0,0,0,0,0,2,15322,16267,45844,47082,54307,53290,1500,30000,2000,8000,0,5000,2.4,"N"
120000,"M","Univ","Single",27,0,0,0,0,0,0,113556,114844,117777,119086,70013,102991,4200,4773,3776,3200,1882,4000,0.5,"Y"
160000,"F","Univ","Single",27,0,0,0,0,0,0,80964,80337,82182,82586,85145,87049,4000,4000,3500,4000,4000,2500,1.6,"N"
20000,"M","Univ","Single",26,0,0,0,-2,-2,-1,18838,15349,0,0,0,19125,1200,0,0,0,19125,1000,1.9,"N"
90000,"F","HS","Married",34,0,0,2,0,0,0,49771,52930,48683,44102,35577,28500,4000,0,1312,1200,1070,2882,0.7,"N"
110000,"M","GradS","Single",26,0,0,0,0,0,0,109386,99100,50827,51834,52921,54013,2432,3686,1850,1917,1968,1950,1.2,"N"
50000,"M","HS","Married",54,1,2,2,0,0,0,62847,60885,56828,55419,54054,53143,2100,0,2000,2000,2455,4000,3.9,"N"
20000,"M","Univ","Married",43,2,2,2,2,0,0,17233,18639,20035,19333,18135,14366,2000,2000,0,1000,500,1950,3.2,"Y"
280000,"F","Univ","Single",34,0,0,0,-1,-1,-2,7215,28794,-5,1175,-23,-23,24143,0,1180,0,0,0,0.2,"N"
5e+05,"F","GradS","Single",38,1,-2,-2,-2,-2,-2,27794,29712,65437,30368,6265,44196,30199,70403,30455,36,45225,35217,3.2,"N"
140000,"M","GradS","Married",57,2,2,2,2,2,3,108660,105504,113177,113622,116396,115826,0,10970,3805,4747,1932,8337,4,"Y"
210000,"M","GradS","Single",41,0,-1,-1,-2,-2,-2,62261,6615,0,0,0,0,6615,0,0,0,0,0,0.8,"N"
360000,"F","Univ","Married",35,0,0,0,-1,-1,0,5157,2461,0,277,2599,3941,1012,0,277,2602,2019,1123,2.2,"N"
320000,"F","Univ","Married",29,0,0,0,0,0,0,34818,22718,9398,10222,13791,13498,1690,1500,1000,3628,1041,1006,0.9,"N"
90000,"F","GradS","Married",29,0,0,0,0,0,0,4034,11387,4387,35670,41995,35912,10400,3400,36139,618,3200,8500,0.2,"N"
30000,"M","HS","Married",42,0,0,2,-1,-1,2,14617,20350,18456,4190,13702,13247,6000,28,5000,13702,0,10000,0.5,"N"
5e+05,"F","GradS","Married",44,-1,-1,0,0,0,-1,301,11057,58508,57855,134,11421,11063,49019,134,0,11421,0,1.5,"N"
240000,"M","Univ","Married",31,-1,-1,-1,-1,-1,-1,1051,475,1051,671,291,671,475,1051,671,291,671,671,4.8,"N"
5e+05,"F","Univ","Single",27,0,0,0,0,0,0,196931,138247,96888,16476,12534,394163,5188,3417,3000,1276,388071,11700,0.8,"N"
380000,"F","HS","Single",39,0,0,0,0,0,0,55241,49773,81365,87341,87358,103740,10000,60218,10076,15012,20667,15000,5,"N"
180000,"M","GradS","Single",23,0,0,0,0,-2,-2,177736,157096,33700,0,0,0,6849,1500,0,0,0,0,2.4,"N"
50000,"F","Univ","Single",22,1,2,0,0,0,0,51798,50497,30935,14010,19110,19500,0,1663,1544,5500,390,0,2.4,"N"
360000,"M","Univ","Married",40,-2,-2,-2,-2,-2,-2,0,256,0,425,1529,0,256,0,425,1529,0,590,0.7,"N"
170000,"F","Univ","Married",40,0,0,0,0,0,0,134496,143242,124103,115638,116430,118950,17400,5921,5700,4200,4400,4611,5.2,"N"
340000,"F","GradS","Single",44,-2,-2,-2,-2,-2,-2,2732,2183,4103,12950,11372,2434,2183,4142,12950,11372,2434,2222,3.2,"N"
2e+05,"F","Univ","Single",34,0,0,0,-2,-2,-2,19252,10000,0,0,0,0,1000,0,0,0,0,0,5.3,"N"
50000,"M","GradS","Single",39,0,0,0,0,0,0,47174,47974,48630,50803,30789,15874,1800,2000,3000,2000,2000,2000,4.3,"N"
170000,"F","Other","Married",33,0,0,0,0,0,0,143805,143737,129898,124370,112589,26958,10000,6247,6375,4468,1000,1306,4,"N"
3e+05,"F","GradS","Single",28,-1,-1,-1,-1,-1,-1,986,2939,27754,10534,1954,2140,2964,27968,10597,1954,2140,390,0.5,"N"
120000,"F","GradS","Single",26,-2,-2,-1,0,0,0,10415,7172,110688,100552,89147,88388,5771,120055,5073,3508,3707,3016,2.2,"N"
180000,"M","Univ","Married",28,0,0,0,0,0,0,180827,175914,176778,172440,168914,171645,6600,7738,6200,6418,13000,0,4.2,"Y"
2e+05,"F","Univ","Single",38,-2,-2,-2,-2,-2,-2,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3.9,"N"
350000,"M","GradS","Single",35,2,-1,-1,0,-1,-1,105,3298,50064,8003,8293,23080,3308,50206,40,8334,23102,5004,2.2,"N"
1e+05,"F","Univ","Married",32,0,0,0,0,0,0,74136,72052,71007,69470,65424,64349,3200,3300,2910,2400,2340,2400,0.2,"N"
240000,"F","GradS","Single",27,-2,-2,-2,-2,-2,-2,3293,9051,2804,3958,12157,3874,9079,2804,3958,12157,3874,937,0.9,"N"
240000,"F","Univ","Single",26,0,0,0,0,0,0,210437,212486,205728,205275,192059,195620,9016,10000,9000,6600,7100,7500,1.6,"N"
140000,"M","Univ","Single",25,-1,-1,-1,-1,-1,-1,1198,4656,1516,-660,249,-427,4660,2000,0,2200,1500,1400,1.1,"N"
30000,"F","Univ","Single",23,0,0,0,0,0,0,20059,21061,22092,23104,23420,24045,1641,1672,1684,1000,1000,1000,1.5,"Y"
5e+05,"F","GradS","Married",37,-2,-2,-2,-2,-2,-2,16801,14782,23095,49379,35313,23024,14805,23111,49397,35313,23856,27740,4.7,"N"
70000,"M","Univ","Single",62,6,5,4,3,2,0,112202,103834,95609,86494,79359,74937,0,0,0,0,2150,2511,1.4,"N"
2e+05,"F","Univ","Other",40,0,0,0,-1,0,-1,118728,110699,61827,35902,326,1446,4895,3927,35955,0,5826,4706,4.1,"Y"
90000,"M","GradS","Single",52,0,0,0,0,0,0,91671,91656,87106,48730,27535,27751,4508,5110,2000,3000,1000,3000,0,"N"
210000,"M","Univ","Other",39,0,0,0,0,0,0,173187,96550,82810,78255,77816,81392,4000,5000,5000,5000,5000,5000,0.1,"N"
5e+05,"M","GradS","Single",41,-1,-1,-2,-2,-2,-2,1296,0,0,0,0,2300,0,0,0,0,2300,0,1.5,"N"
80000,"M","GradS","Married",45,1,-2,-1,-1,-1,-1,-50,-440,170,-220,390,0,0,1000,0,1000,0,780,2,"N"
2e+05,"F","GradS","Single",30,0,0,0,0,0,0,74961,69702,63210,57098,46455,38265,2513,1656,5000,20000,15000,14000,2.9,"N"
80000,"F","GradS","Married",34,-1,2,2,2,2,3,4269,4057,5326,5092,6008,5618,0,1500,0,1000,0,1000,1.7,"Y"
50000,"M","Univ","Single",27,0,0,0,0,0,0,17831,18139,18777,19662,19348,19355,1295,1323,1598,674,690,855,3.1,"N"
5e+05,"F","Univ","Married",38,0,0,0,0,0,0,15050,20852,26741,27854,30961,54017,7000,7000,2000,5000,25002,3000,1.2,"N"
350000,"M","GradS","Married",35,0,0,2,-1,2,2,19734,5338,3042,2418,2233,7176,3000,0,2500,0,5000,0,0.6,"N"
50000,"F","Univ","Single",49,2,0,-1,-1,-1,0,38947,37799,3,18080,12227,13296,2000,1000,19000,12500,2000,2000,8,"Y"
20000,"M","GradS","Single",50,0,0,0,-1,-1,-1,11462,9804,1436,363,363,-417,1212,1000,400,0,0,2000,4.8,"N"
180000,"M","Univ","Single",30,-1,-1,-1,2,-1,-1,3229,0,6709,6366,1950,1931,0,6709,0,1950,1931,16486,5.1,"N"
30000,"F","Univ","Single",27,0,0,2,0,0,0,28392,31439,30394,29994,29834,15960,3500,0,0,0,0,0,0.7,"N"
230000,"F","GradS","Married",42,-1,-1,-1,-1,-1,-1,2915,4203,167,3351,1644,1733,4203,200,3351,1644,1733,4737,1.4,"N"
160000,"M","GradS","Single",29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"Y"
50000,"F","GradS","Single",24,-1,-1,-1,-1,-1,-1,629,351,784,696,800,341,351,789,699,910,341,210,3,"N"
250000,"F","Univ","Single",24,-2,-2,-1,0,0,0,0,0,19449,20623,21283,21943,0,19449,1500,1000,1000,1000,2.8,"Y"
260000,"F","Univ","Single",32,0,0,0,0,0,0,251330,256988,234260,227884,202178,198467,10000,9014,11002,7503,7502,7500,1.1,"Y"
360000,"F","GradS","Single",29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2.9,"N"
50000,"M","Univ","Married",49,1,2,0,0,0,0,16747,16181,17912,19606,20969,25302,0,2000,2000,2000,5000,0,4.6,"Y"
250000,"M","HS","Married",28,0,0,0,0,0,0,149499,119726,111690,114776,110902,114018,15000,10000,10000,10000,5000,5000,0.3,"N"
120000,"M","Univ","Single",30,2,2,2,2,2,2,69443,70896,72381,70629,74827,76470,3200,3200,0,6000,3000,3000,0.3,"N"
420000,"F","GradS","Single",41,-1,-1,-1,-1,0,0,22186,15258,13513,80831,39333,26831,15262,13523,80854,787,850,75341,6.1,"N"
60000,"M","GradS","Single",28,0,0,2,2,0,0,59059,50579,24193,23511,24019,24481,3800,1900,0,1200,1000,3500,2.5,"N"
110000,"M","Univ","Married",38,0,0,0,0,0,0,42617,42229,42214,41405,40846,40385,1678,2023,1574,1375,1468,1649,1.7,"N"
1e+05,"F","HS","Single",31,0,-1,-1,0,-1,-1,15856,510,2279,1796,466,466,510,2279,1730,466,466,468,0.8,"N"
290000,"F","Univ","Married",35,0,0,0,2,0,0,260698,267453,278924,235368,232117,230763,11019,20326,44,10035,10034,10062,2.8,"N"
260000,"F","GradS","Married",60,1,-2,-1,-1,-1,-1,-1100,-1100,21400,0,969,869,0,22500,0,969,1000,0,1.4,"N"
360000,"F","GradS","Married",52,-2,-2,-2,-2,-2,-2,6658,2598,1138,6730,3595,2915,2610,1240,6763,3613,2930,47183,3.4,"N"
240000,"F","GradS","Single",38,-2,-2,-2,-2,-2,-2,3816,3816,3816,3816,816,3816,3816,3816,3816,816,3816,816,1.7,"N"
30000,"F","HS","Married",26,3,2,2,2,2,2,8893,8601,10862,11485,11006,12270,0,2405,1100,0,1600,0,2.4,"Y"
50000,"M","GradS","Single",27,0,0,0,0,-1,-1,50459,36307,27713,3807,2746,625,1600,3071,500,2800,900,100,2.5,"N"
110000,"M","HS","Married",43,-1,-1,-1,-1,0,0,390,390,5050,63032,33228,31073,390,5050,63032,1100,1100,1000,2.8,"N"
480000,"F","Univ","Single",48,-1,-1,-1,-1,-1,-1,2475,995,3647,7621,1735,302818,1000,3652,7626,1740,302823,19608,2.8,"N"
50000,"F","GradS","Single",22,2,2,-2,-2,-2,-2,4536,0,0,0,0,0,0,0,0,0,0,0,0.4,"Y"
70000,"F","Univ","Single",24,0,0,0,0,0,0,66915,68852,69390,64457,66021,67267,3167,2521,2400,2600,2614,2376,3.2,"N"
50000,"F","Univ","Single",43,-1,0,0,0,0,0,26342,27457,27381,17930,18128,18490,1547,1251,1200,600,627,759,1.2,"N"
240000,"F","HS","Single",25,0,-1,-1,-1,-1,-1,198768,2986,191142,98080,19380,1e+05,2986,191142,98080,79380,1e+05,50254,3.3,"N"
210000,"M","Univ","Single",25,0,0,-2,-1,0,0,13899,-9,-9,3231,125140,124880,0,0,3240,125009,5009,5013,0.5,"N"
310000,"F","GradS","Single",27,0,0,0,0,0,0,115126,105687,102306,93929,87681,73479,5222,5197,4000,5000,3980,3271,1.3,"N"
130000,"F","Univ","Married",29,1,2,2,2,2,2,85342,88063,89895,87577,93136,91551,5000,4100,0,7000,0,7200,2,"N"
80000,"F","HS","Married",40,0,0,0,-1,0,0,80855,78074,38360,60060,59322,59973,2800,2700,61400,2312,2800,2800,3.7,"N"
320000,"F","Univ","Single",29,-2,-2,-2,-2,-2,-2,2391,1550,802,302,604,604,1561,906,302,604,302,825,0.4,"N"
350000,"M","Univ","Single",32,0,0,0,0,0,0,262576,237656,222586,205845,174438,157061,10013,10029,10009,5609,6000,10000,0.6,"N"
20000,"F","GradS","Single",27,-1,-1,-2,-2,-2,-2,4734,0,0,0,0,0,0,0,0,0,0,3187,1.7,"Y"
80000,"M","HS","Single",27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2.2,"N"
50000,"F","HS","Married",49,0,0,0,0,0,0,46970,36260,29311,27932,28274,27605,3005,2000,2000,2000,1000,2000,0.1,"N"
480000,"F","Univ","Single",30,0,0,-2,-2,-2,-1,470400,0,0,0,0,330982,0,0,0,0,330982,30000,0.1,"Y"
160000,"F","Univ","Single",26,0,0,0,0,-1,-1,8218,4450,3291,1623,905,0,1216,1000,32,905,0,0,3.3,"N"
120000,"M","GradS","Married",43,-1,-1,-1,-1,-1,-1,3131,4176,2541,5648,4122,0,5126,2557,5667,4144,0,3463,1.3,"N"
360000,"F","GradS","Single",32,-1,-1,-1,-1,0,-1,42524,53303,3924,43900,88865,12104,53563,3924,43900,50000,12104,960,5.2,"N"
260000,"F","GradS","Single",29,-1,-1,-2,-1,-1,-1,470,0,0,550,880,1287,0,0,550,880,1287,925,1.6,"Y"
180000,"M","GradS","Single",31,0,0,0,0,0,0,12805,11784,13589,15301,3169,5106,2000,2000,2000,1000,2000,1000,4.6,"N"
260000,"M","GradS","Married",43,1,-1,2,0,-1,-1,-10,5172,2800,3804,5009,3035,5182,9,2998,5034,3050,2965,1.5,"N"
310000,"F","GradS","Single",36,-2,-2,-2,-2,-2,-2,0,298887,0,0,0,0,298887,0,0,0,0,199417,1.2,"N"
30000,"M","Other","Married",53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,4.8,"N"
230000,"M","Univ","Single",26,-2,-2,-1,-1,0,0,-8,-8,3243,20172,26446,58598,0,3251,20174,12000,46100,65000,4.7,"N"
20000,"M","Univ","Married",37,0,0,0,0,2,0,17214,9633,10944,11280,11011,7755,2248,1500,757,0,430,1000,0.2,"N"
50000,"F","HS","Married",38,0,0,0,0,0,0,50312,50145,49386,19818,18540,19109,6000,3120,4300,1000,1000,1000,1.7,"N"
210000,"F","Univ","Married",34,0,0,0,0,0,0,140272,115922,105875,97873,90872,72969,6018,6029,3000,3500,3000,3000,0.4,"N"
20000,"M","Univ","Single",34,1,2,0,0,0,0,14498,13968,15739,17168,17580,18295,0,2000,2000,1000,1000,1000,3.9,"N"
180000,"F","Univ","Single",32,0,0,0,0,0,0,54797,56909,57466,58609,59828,59842,3000,2100,2100,2163,1000,2203,0.4,"N"
240000,"F","GradS","Single",29,-1,-1,-1,-1,-1,-1,59,548,208,0,44,19,548,208,0,44,0,643,1.1,"Y"
420000,"F","GradS","Married",46,-2,-2,-2,-2,-2,-2,19629,8705,18653,36076,27823,0,8765,18728,36430,27906,0,9268,0.1,"N"
20000,"F","HS","Other",56,-1,2,-1,-1,0,-1,190,2946,1473,780,390,1738,1473,1473,780,0,1766,0,3.9,"Y"
1e+05,"F","HS","Married",39,0,0,0,0,0,0,97944,99580,92297,184134,70400,0,4296,4068,2037,1408,0,0,5.9,"N"
120000,"F","GradS","Single",26,0,0,0,0,0,0,110934,99271,90066,80165,78108,77588,4432,2988,4492,2797,2991,2900,0.6,"N"
20000,"F","Univ","Married",44,0,0,0,0,2,0,12346,13615,13674,27524,13490,15261,1500,2000,2500,500,2000,5000,1,"N"
150000,"F","GradS","Single",33,-1,0,0,-2,-2,-2,10544,11982,-18,-18,-18,-18,2000,0,0,0,0,0,2.7,"N"
150000,"F","GradS","Single",28,-1,-1,-1,-2,-1,-1,893,2300,0,0,2222,0,2300,0,0,2222,0,0,4.2,"N"
210000,"F","Univ","Single",30,0,0,2,2,2,0,89670,94043,85022,90779,84209,70162,7500,103,10000,0,3000,2000,4.7,"N"
190000,"M","HS","Married",41,0,-1,-1,-1,2,2,82926,326,176,804,478,952,326,176,954,0,950,0,0.8,"N"
50000,"F","Univ","Married",32,-1,-1,-1,-1,-1,2,390,390,390,390,930,390,390,390,390,930,0,780,2.7,"Y"
470000,"F","GradS","Married",35,0,0,0,0,0,0,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,5.8,"N"
90000,"F","Univ","Married",41,0,0,0,0,0,0,61287,62678,63198,61633,62837,69422,3021,4236,3000,2000,7000,0,2.4,"N"
170000,"F","Univ","Married",43,0,0,0,0,0,0,51054,52127,52651,53851,53095,54316,2489,2000,2048,1927,2104,2071,4.8,"N"
260000,"M","GradS","Single",30,-1,-1,-1,0,0,-1,496,496,992,992,496,1488,496,992,496,0,1488,496,3.6,"N"
80000,"M","Univ","Single",29,-1,0,0,-1,0,0,10278,5991,4457,75743,76343,76567,1085,1000,75743,2667,3395,1772,2.8,"N"
170000,"M","Univ","Married",46,0,0,0,0,0,0,94791,89330,88384,84456,69871,62012,4300,3314,3050,2600,2600,4860,0.4,"Y"
180000,"F","Univ","Single",30,0,0,0,-1,-1,-1,101281,102650,0,975,4645,1000,4650,0,975,4645,1000,0,7.4,"N"
130000,"F","Other","Married",27,0,0,0,0,0,0,133792,127622,129795,122416,124653,126995,5000,5000,5000,5000,5000,4000,3.4,"N"
70000,"F","GradS","Married",29,0,0,0,0,0,0,68532,69475,69582,69589,68728,69304,3300,3100,2800,2600,2940,3000,4.2,"N"
30000,"M","HS","Single",25,0,0,0,0,0,0,23075,23996,25407,27312,8810,6355,2000,2500,3000,178,1000,0,1.8,"N"
20000,"F","HS","Married",45,2,2,3,2,2,0,21646,24390,23719,23936,23253,25871,3400,0,900,0,3000,2000,0.1,"Y"
1e+05,"M","HS","Single",28,-1,0,0,-1,-1,-1,103728,104908,65800,18300,33336,31558,3184,3000,18300,33336,984,63000,3.9,"Y"
180000,"M","GradS","Married",48,0,0,0,0,0,0,163461,167140,160707,162477,166861,171083,8000,8000,6000,7000,7000,7000,2.7,"N"
140000,"M","HS","Married",41,-1,-1,-1,0,-1,-1,2139,0,1686,1686,205,6689,0,1686,0,205,6689,0,1.5,"N"
50000,"F","GradS","Married",30,0,0,0,0,0,0,46791,42675,34256,30723,19766,20449,1593,1855,1341,706,1000,5454,3.9,"N"
110000,"M","Univ","Married",49,0,0,0,0,0,0,51803,52888,54570,55368,56623,57196,1921,2563,2300,2300,1704,700,2.5,"N"
160000,"M","GradS","Married",51,2,0,0,0,2,2,150,1380,1481,2623,2457,4912,1230,1331,2473,0,2500,0,0.8,"Y"
140000,"M","Univ","Single",44,2,0,0,0,0,0,84371,85119,86901,89583,90432,92332,3046,3153,4126,3231,3351,3400,4.7,"Y"
290000,"F","Univ","Married",32,0,0,0,0,0,0,169108,170419,142264,101952,103174,105464,7118,5800,3792,4010,4276,3655,1.6,"N"
3e+05,"M","GradS","Married",45,-1,-1,-1,-1,-1,-1,999,-7334,8333,6666,8333,8333,0,24000,6666,10000,8333,15449,0.2,"Y"
140000,"F","Univ","Single",38,0,0,0,0,0,0,139001,141453,132415,130305,79775,74462,4826,8000,3100,3000,5417,0,7.5,"N"
